User_ID Friend_ID Mutual
0 5727 0.0
0 5728 0.0
1 5729 0.0
1 5730 0.0
1 5731 0.0
1 5727 0.0
1 5732 0.0
1 171 0.0
1 5733 0.0
2 5734 0.044348429699181194
2 1658 0.16099289475105075
2 1324 0.08289171213579427
2 5736 0.0627181507505318
2 5737 0.18870814922874019
2 5738 0.1489846537557699
2 5739 0.05574946733380605
2 5740 0.17621440715801134
2 5741 0.10596065886762515
2 2299 0.02414022747926338
2 5742 0.06714647604670963
2 5743 0.07479575920067658
2 5744 0.2518919783425617
2 5745 0.22541230866779258
2 4149 0.12772756488111664
2 5746 0.09277272140854265
2 5747 0.1461884843511754
2 5748 0.0627181507505318
2 5749 0.0597440149249054
2 5750 0.08869685939836239
2 5751 0.1945090156058042
2 5752 0.25129177222175575
2 5753 0.11994004496253279
2 5754 0.1290872443873393
2 5755 0.11275884962655315
2 5756 0.1904137311745662
2 5757 0.1238073777064508
2 5758 0.1489967187558914
2 5759 0.17834069613643194
2 5760 0.23595570375948238
2 5761 0.09482093118615209
2 5762 0.14117389960637175
2 5763 0.2075649048435234
2 5764 0.07292712694657341
2 5765 0.06689936080056726
2 5766 0.044348429699181194
2 5767 0.13066281406360794
2 5768 0.11238825063643833
2 5769 0.03739787960033829
2 5770 0.04181210050035454
2 5771 0.0645364446988247
2 5772 0.0
2 5773 0.20286072802788713
2 5774 0.14193177269087268
2 5775 0.0703802525811037
2 5776 0.1743339027275547
2 5777 0.05120915564991892
2 3409 0.18750027488214885
2 5778 0.19270064747526328
2 5779 0.19032654169661276
2 5780 0.055873769533459273
2 2791 0.15300888964970344
2 2597 0.05458401736081668
2 5782 0.14659601838237724
2 5642 0.2019916695080135
2 5783 0.058411562810587306
2 3046 0.02090605025017727
2 5784 0.07124889526445359
2 5785 0.1824417317820917
2 5786 0.08881996405080343
2 5787 0.23114407860283742
2 4020 0.1153802138612172
2 5788 0.12307201293648916
2 5789 0.027874733666903028
2 5790 0.02956561979945413
2 5791 0.052310553817961694
2 5792 0.11734924175330368
2 5793 0.06968683416725756
2 5794 0.10687827737242679
2 389 0.07557086549031783
2 5795 0.16111678130554036
2 5796 0.16196339421201617
2 5797 0.24046478668875226
2 5798 0.0316069770620507
2 5799 0.0
2 5800 0.0929809879755866
2 5801 0.0
2 5802 0.014782809899727065
2 5803 0.04828045495852676
2 5804 0.0689864461987263
2 5805 0.06696001049933047
2 5806 0.06240058845305856
2 5807 0.03069992077346101
2 5808 0.09027241525272583
2 5809 0.05042729056592992
2 5810 0.04875281167788754
2 5811 0.053578996226300545
2 3670 0.058450242919486035
2 5812 0.009349469900084572
2 2396 0.02956561979945413
2 5813 0.04796176860479259
2 5814 0.027936884766729637
2 5815 0.029937529007770265
2 5816 0.039767542190159356
2 2324 0.0
2 5817 0.0
2 5818 0.014782809899727065
2 5819 0.05574946733380605
2 5820 0.0
2 5821 0.02414022747926338
2 2242 0.04828045495852676
2 5822 0.043452409462674084
2 5823 0.08299896455907385
2 5824 0.04367131467411467
2 5825 0.02090605025017727
2 4439 0.06424189069807289
2 5826 0.08857717662977652
2 5827 0.03436933489684055
2 111 0.034735283775065164
2 5828 0.0
2 5829 0.0
2 1518 0.013526144251242316
2 5830 0.14268382383606082
2 5831 0.025087260300212723
2 5832 0.04698285401106381
2 5833 0.01712690369692029
2 4171 0.0
2 5834 0.06303411320741241
2 5835 0.05120915564991892
2 188 0.0
2 5836 0.027874733666903025
2 5837 0.027874733666903025
2 5838 0.09020030307352749
2 5839 0.0
2 302 0.04469901562676742
2 5840 0.0
2 5841 0.07564093584889489
2 5842 0.07379814859797851
2 5843 0.0
2 5844 0.0
2 5845 0.0
2 5846 0.055873769533459273
2 5847 0.02956561979945413
2 5848 0.0
2 5849 0.02414022747926338
2 5850 0.0
2 5851 0.0
2 5504 0.01706971854997297
2 5852 0.03998001498751093
2 5853 0.05740019286497204
2 5854 0.06360781434661976
2 5855 0.0627181507505318
2 5856 0.03621034121889507
2 5857 0.04100013776069431
2 5858 0.10179189373364814
2 5859 0.0
2 5860 0.0789311947385872
2 2431 0.0657047293577
2 5861 0.1009360578499808
2 233 0.0
2 5862 0.026743109337025093
2 5863 0.08839840917409827
2 5864 0.08112739143148366
2 5865 0.0
2 5866 0.018698939800169144
2 4379 0.07765104378637272
2 5867 0.09124148357522649
2 5868 0.06373321902198743
2 5869 0.04743847768745096
2 5870 0.02414022747926338
2 5871 0.0
2 5872 0.03413943709994594
2 5873 0.048780783917080295
2 4961 0.02414022747926338
2 2269 0.02956561979945413
2 5875 0.02956561979945413
2 5876 0.0
2 1224 0.0
2 5877 0.04828045495852676
2 5878 0.0
2 5879 0.07479575920067658
2 5880 0.0
2 5881 0.056096819400507425
2 3505 0.0
