"博主ID","好友ID"
"http://blog.sciencenet.cn/home.php?mod=space&uid=1481666","http://blog.sciencenet.cn/home.php?mod=space&uid=1475614"
"http://blog.sciencenet.cn/home.php?mod=space&uid=837447","http://blog.sciencenet.cn/home.php?mod=space&uid=434526"
"http://blog.sciencenet.cn/home.php?mod=space&uid=837447","http://blog.sciencenet.cn/home.php?mod=space&uid=612874"
"http://blog.sciencenet.cn/home.php?mod=space&uid=837447","http://blog.sciencenet.cn/home.php?mod=space&uid=287179"
"http://blog.sciencenet.cn/home.php?mod=space&uid=837447","http://blog.sciencenet.cn/home.php?mod=space&uid=117889"
"http://blog.sciencenet.cn/home.php?mod=space&uid=876481","http://blog.sciencenet.cn/home.php?mod=space&uid=408598"
"http://blog.sciencenet.cn/home.php?mod=space&uid=876481","http://blog.sciencenet.cn/home.php?mod=space&uid=71079"
"http://blog.sciencenet.cn/home.php?mod=space&uid=876481","http://blog.sciencenet.cn/home.php?mod=space&uid=1232242"
"http://blog.sciencenet.cn/home.php?mod=space&uid=876481","http://blog.sciencenet.cn/home.php?mod=space&uid=422370"
"http://blog.sciencenet.cn/home.php?mod=space&uid=876481","http://blog.sciencenet.cn/home.php?mod=space&uid=884220"
"http://blog.sciencenet.cn/home.php?mod=space&uid=876481","http://blog.sciencenet.cn/home.php?mod=space&uid=842903"
"http://blog.sciencenet.cn/home.php?mod=space&uid=876481","http://blog.sciencenet.cn/home.php?mod=space&uid=258674"
"http://blog.sciencenet.cn/home.php?mod=space&uid=876481","http://blog.sciencenet.cn/home.php?mod=space&uid=609047"
"http://blog.sciencenet.cn/home.php?mod=space&uid=1997393",
"http://blog.sciencenet.cn/home.php?mod=space&uid=432816","http://blog.sciencenet.cn/home.php?mod=space&uid=572717"
"http://blog.sciencenet.cn/home.php?mod=space&uid=1859524",
"http://blog.sciencenet.cn/home.php?mod=space&uid=552240",
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=842903"
"http://blog.sciencenet.cn/home.php?mod=space&uid=390182","http://blog.sciencenet.cn/home.php?mod=space&uid=71966"
